index,filename,code_available,hyperparameters_detailed,env_version_specified,year,conference,conf_id,seeds,keyword_0,keyword_1,keyword_2,keyword_3,keyword_4,keyword_5,keyword_6,algorithm_0,algorithm_1,algorithm_2,algorithm_3,algorithm_4,algorithm_5,algorithm_6
217,RLIF Interactive Imitation Learning as Reinforcement Learning.pdf,False,False,False,2024,iclr,iclr_2024,over 10,(?:discount|reward)\s+function,,,,,,,ppo,sac,,,,,
218,Augmented Bayesian Policy Search.pdf,True,True,False,2024,iclr,iclr_2024,1-5,policy\s+gradient\s+(?:method|algorithm|approach),action-value\s+function,(?:discount|reward)\s+function,,,,,trpo,ppo,sac,,,,
219,Retroformer Retrospective Large Language Agents with Policy Gradient Optimization.pdf,True,False,False,2024,iclr,iclr_2024,1-5,policy\s+gradient\s+(?:method|algorithm|approach),(?:discount|reward)\s+function,,,,,,trpo,ppo,,,,,
220,Decision ConvFormer Local Filtering in MetaFormer is Sufficient for Decision Making.pdf,True,True,False,2024,iclr,iclr_2024,1-5,through\s+(?:deep\s+)?reinforcement\s+learning,(?:discount|reward)\s+function,,,,,,ppo,dqn,,,,,
221,Pre-training with Synthetic Data Helps Offline Reinforcement Learning.pdf,True,True,False,2024,iclr,iclr_2024,over 10,state-action\s+pairs,,,,,,,dqn,,,,,,
222,DrM Mastering Visual Reinforcement Learning through Dormant Ratio Minimization.pdf,False,True,False,2024,iclr,iclr_2024,6-10,(?:discount|reward)\s+function,,,,,,,dqn,,,,,,
223,RLCD Reinforcement Learning from Contrastive Distillation for LM Alignment.pdf,True,True,False,2024,iclr,iclr_2024,over 10,we\s+(?:propose|present|introduce|develop)\s+(?:\w+\s+)*?reinforcement\s+learning,,,,,,,ppo,sac,,,,,
224,Improving Offline RL by Blending Heuristics.pdf,True,True,False,2024,iclr,iclr_2024,1-5,value\s+function\s+approximation,(?:discount|reward)\s+function,,,,,,td3,ppo,dqn,sac,,,
225,Jumanji a Diverse Suite of Scalable Reinforcement Learning Environments in JAX.pdf,True,False,False,2024,iclr,iclr_2024,0,(?:discount|reward)\s+function,,,,,,,ppo,sac,a2c,,,,
226,The Generalization Gap in Offline Reinforcement Learning.pdf,True,True,False,2024,iclr,iclr_2024,over 10,(?:discount|reward)\s+function,,,,,,,ppo,dqn,,,,,
227,CivRealm A Learning and Reasoning Odyssey in Civilization for Decision-Making Agents.pdf,True,False,False,2024,iclr,iclr_2024,1-5,(?:discount|reward)\s+function,,,,,,,ppo,,,,,,
0,Towards General Negotiation Strategies with End-to-End Reinforcement Learning.pdf,True,False,False,2024,rlj,rlj_2024,6-10,(?:discount|reward)\s+function,,,,,,,ppo,,,,,,
1,Co-Learning Empirical Games  World Models.pdf,True,False,False,2024,rlj,rlj_2024,0,,,,,,,,Not specified,,,,,,
2,Tiered Reward Designing Rewards for Specification and Fast Learning of Desired Behavior.pdf,True,False,False,2024,rlj,rlj_2024,over 10,trained\s+(?:with\s+|using\s+)?(?:deep\s+|model-based\s+|model-free\s+)?reinforcement\s+learning,(?:discount|reward)\s+function,,,,,,dqn,ppo,,,,,
3,Aquatic Navigation A Challenging Benchmark for Deep Reinforcement Learning.pdf,True,True,False,2024,rlj,rlj_2024,0,we\s+(?:propose|present|introduce|develop)\s+(?:\w+\s+)*?reinforcement\s+learning,trained\s+(?:with\s+|using\s+)?(?:deep\s+|model-based\s+|model-free\s+)?reinforcement\s+learning,(?:discount|reward)\s+function,,,,,ppo,,,,,,
4,Mixture of Experts in a Mixture of RL settings.pdf,True,True,False,2024,rlj,rlj_2024,0,through\s+(?:deep\s+)?reinforcement\s+learning,(?:discount|reward)\s+function,,,,,,ppo,,,,,,
5,Offline Reinforcement Learning from Datasets with Structured Non-Stationarity.pdf,True,False,False,2024,rlj,rlj_2024,over 10,action-value\s+function,(?:discount|reward)\s+function,,,,,,td3,sac,,,,,
6,Learning to Navigate in Mazes with Novel Layouts using Abstract Top-down Maps.pdf,False,False,False,2024,rlj,rlj_2024,0,based\s+on\s+(?:deep\s+)?reinforcement\s+learning,through\s+(?:deep\s+)?reinforcement\s+learning,(?:discount|reward)\s+function,,,,,dqn,ppo,sac,,,,
7,Online Planning in POMDPs with State-Requests.pdf,False,False,False,2024,rlj,rlj_2024,over 10,(?:discount|reward)\s+function,,,,,,,dqn,ppo,,,,,
8,Reward Centering.pdf,True,False,False,2024,rlj,rlj_2024,over 10,through\s+(?:deep\s+)?reinforcement\s+learning,action-value\s+function,state-action\s+pairs,,,,,dqn,trpo,ppo,sac,,,
9,RL for Consistency Models Reward Guided Text-to-Image Generation with Fast Inference.pdf,True,True,False,2024,rlj,rlj_2024,1-5,policy\s+gradient\s+(?:method|algorithm|approach),(?:discount|reward)\s+function,,,,,,ppo,,,,,,
10,Bidirectional-Reachable Hierarchical Reinforcement Learning with Mutually Responsive Policies.pdf,True,False,False,2024,rlj,rlj_2024,1-5,through\s+(?:deep\s+)?reinforcement\s+learning,(?:discount|reward)\s+function,,,,,,ppo,sac,,,,,
11,A Natural Extension To Online Algorithms For Hybrid RL With Limited Coverage.pdf,True,False,False,2024,rlj,rlj_2024,over 10,value\s+function\s+approximation,action-value\s+function,state-action\s+pairs,(?:discount|reward)\s+function,,,,ppo,,,,,,
12,Representation Alignment from Human Feedback for Cross-Embodiment Reward Learning from Mixed-Quality.pdf,True,False,False,2024,rlj,rlj_2024,1-5,(?:discount|reward)\s+function,,,,,,,dqn,ppo,sac,,,,
13,Investigating the Interplay of Prioritized Replay and Generalization.pdf,False,False,False,2024,rlj,rlj_2024,over 10,through\s+(?:deep\s+)?reinforcement\s+learning,,,,,,,dqn,ppo,sac,,,,
14,Improving Thompson Sampling via Information Relaxation for Budgeted Multi-armed Bandits.pdf,False,False,False,2024,rlj,rlj_2024,0,,,,,,,,Not specified,,,,,,
15,Policy Gradient Algorithms with Monte Carlo Tree Learning for Non-Markov Decision Processes.pdf,False,False,False,2024,rlj,rlj_2024,0,policy\s+gradient\s+(?:method|algorithm|approach),(?:discount|reward)\s+function,,,,,,dqn,trpo,ppo,sac,,,
16,Optimizing Rewards while meeting omega-regular Constraints.pdf,True,True,False,2024,rlj,rlj_2024,0,our\s+(?:reinforcement\s+learning|RL)\s+(?:approach|method|algorithm),trained\s+(?:with\s+|using\s+)?(?:deep\s+|model-based\s+|model-free\s+)?reinforcement\s+learning,(?:discount|reward)\s+function,,,,,ppo,sac,,,,,
17,Stabilizing Extreme Q-learning by Maclaurin Expansion.pdf,False,False,False,2024,rlj,rlj_2024,6-10,through\s+(?:deep\s+)?reinforcement\s+learning,state-action\s+pairs,(?:discount|reward)\s+function,,,,,dqn,trpo,ppo,sac,,,
18,ROER Regularized Optimal Experience Replay.pdf,True,True,False,2024,rlj,rlj_2024,over 10,based\s+on\s+(?:deep\s+)?reinforcement\s+learning,through\s+(?:deep\s+)?reinforcement\s+learning,policy\s+gradient\s+(?:method|algorithm|approach),state-action\s+pairs,(?:discount|reward)\s+function,,,dqn,trpo,ppo,sac,,,
19,Assigning Credit with Partial Reward Decoupling in Multi-Agent Proximal Policy Optimization.pdf,True,True,False,2024,rlj,rlj_2024,1-5,policy\s+gradient\s+(?:method|algorithm|approach),(?:discount|reward)\s+function,,,,,,a3c,ddpg,ppo,,,,
20,Boosting Soft Q-Learning by Bounding.pdf,True,True,False,2024,rlj,rlj_2024,0,through\s+(?:deep\s+)?reinforcement\s+learning,action-value\s+function,(?:discount|reward)\s+function,,,,,dqn,ddpg,ppo,sac,,,
21,Demystifying the Recency Heuristic in Temporal-Difference Learning.pdf,True,False,False,2024,rlj,rlj_2024,over 10,action-value\s+function,state-action\s+pairs,,,,,,dqn,ppo,sac,,,,
22,Causal Contextual Bandits with Adaptive Context.pdf,False,False,False,2024,rlj,rlj_2024,0,,,,,,,,Not specified,,,,,,
23,Agent-Centric Human Demonstrations Train World Models.pdf,True,True,False,2024,rlj,rlj_2024,0,(?:discount|reward)\s+function,,,,,,,dreamer,td-mpc,ppo,,,,
24,OCAtari Object-Centric Atari 2600 Reinforcement Learning Environments.pdf,True,True,False,2024,rlj,rlj_2024,0,through\s+(?:deep\s+)?reinforcement\s+learning,,,,,,,dqn,ppo,,,,,
25,When does Self-Prediction help Understanding Auxiliary Tasks in Reinforcement Learning.pdf,True,True,False,2024,rlj,rlj_2024,over 10,value\s+function\s+approximation,(?:discount|reward)\s+function,,,,,,dqn,td3,ppo,,,,
26,On the consistency of hyper-parameter selection in value-based deep reinforcement learning.pdf,True,True,False,2024,rlj,rlj_2024,1-5,through\s+(?:deep\s+)?reinforcement\s+learning,policy\s+gradient\s+(?:method|algorithm|approach),(?:discount|reward)\s+function,,,,,dqn,trpo,ppo,sac,,,
27,Semi-Supervised One Shot Imitation Learning.pdf,False,False,False,2024,rlj,rlj_2024,over 10,(?:discount|reward)\s+function,,,,,,,ppo,sac,,,,,
28,Combining Automated Optimisation of Hyperparameters and Reward Shape.pdf,True,True,False,2024,rlj,rlj_2024,6-10,policy\s+gradient\s+(?:method|algorithm|approach),(?:discount|reward)\s+function,,,,,,ppo,sac,,,,,
29,Dreaming of Many Worlds Learning Contextual World Models aids Zero-Shot Generalization.pdf,True,False,False,2024,rlj,rlj_2024,6-10,we\s+(?:propose|present|introduce|develop)\s+(?:\w+\s+)*?reinforcement\s+learning,(?:discount|reward)\s+function,,,,,,dreamer,a2c,sac,,,,
30,SwiftTD A Fast and Robust Algorithm for Temporal Difference Learning.pdf,False,True,False,2024,rlj,rlj_2024,over 10,through\s+(?:deep\s+)?reinforcement\s+learning,,,,,,,dqn,ppo,sac,,,,
31,Reinforcement Learning from Human Feedback without Reward Inference Model-Free Algorithm and Instanc.pdf,False,False,False,2024,rlj,rlj_2024,0,state-action\s+pairs,(?:discount|reward)\s+function,,,,,,dqn,ppo,,,,,
32,Non-stationary Bandits and Meta-Learning with a Small Set of Optimal Arms.pdf,True,False,False,2024,rlj,rlj_2024,0,(?:discount|reward)\s+function,,,,,,,ppo,sac,,,,,
33,Learning Abstract World Models for Value-preserving Planning with Options.pdf,False,True,False,2024,rlj,rlj_2024,1-5,through\s+(?:deep\s+)?reinforcement\s+learning,(?:discount|reward)\s+function,,,,,,dqn,td3,sac,dreamer,td-mpc,ppo,
34,PASTA Pretrained Action-State Transformer Agents.pdf,True,True,False,2024,rlj,rlj_2024,1-5,policy\s+gradient\s+(?:method|algorithm|approach),(?:discount|reward)\s+function,,,,,,dqn,td3,trpo,sac,ppo,,
35,Revisiting Sparse Rewards for Goal-Reaching Reinforcement Learning.pdf,True,False,False,2024,rlj,rlj_2024,1-5,policy\s+gradient\s+(?:method|algorithm|approach),(?:discount|reward)\s+function,,,,,,ppo,sac,,,,,
36,SplAgger Split Aggregation for Meta-Reinforcement Learning.pdf,True,True,False,2024,rlj,rlj_2024,1-5,policy\s+gradient\s+(?:method|algorithm|approach),(?:discount|reward)\s+function,,,,,,ppo,,,,,,
37,Verification-Guided Shielding for Deep Reinforcement Learning.pdf,False,False,False,2024,rlj,rlj_2024,0,trained\s+(?:with\s+|using\s+)?(?:deep\s+|model-based\s+|model-free\s+)?reinforcement\s+learning,(?:discount|reward)\s+function,,,,,,ppo,,,,,,
38,Learning Action-based Representations Using Invariance.pdf,False,True,False,2024,rlj,rlj_2024,1-5,(?:discount|reward)\s+function,,,,,,,dqn,ppo,sac,,,,
39,Informed POMDP Leveraging Additional Information in Model-Based RL.pdf,True,False,False,2024,rlj,rlj_2024,0,through\s+(?:deep\s+)?reinforcement\s+learning,(?:discount|reward)\s+function,,,,,,dqn,sac,dreamer,ddpg,ppo,,
40,Resource Usage Evaluation of Discrete Model-Free Deep Reinforcement Learning Algorithms.pdf,True,True,False,2024,rlj,rlj_2024,0,policy\s+gradient\s+(?:method|algorithm|approach),,,,,,,a2c,dqn,ppo,sac,,,
41,Imitation Learning from Observation through Optimal Transport.pdf,False,False,False,2024,rlj,rlj_2024,1-5,(?:discount|reward)\s+function,,,,,,,trpo,td3,sac,,,,
42,Human-compatible driving agents through data-regularized self-play reinforcement learning.pdf,True,True,False,2024,rlj,rlj_2024,0,(?:discount|reward)\s+function,,,,,,,ppo,,,,,,
43,A Provably Efficient Option-Based Algorithm for both High-Level and Low-Level Learning.pdf,False,False,False,2024,rlj,rlj_2024,0,state-action\s+pairs,(?:discount|reward)\s+function,,,,,,ppo,sac,,,,,
44,Mitigating the Curse of Horizon in Monte-Carlo Returns.pdf,False,False,False,2024,rlj,rlj_2024,over 10,policy\s+gradient\s+(?:method|algorithm|approach),action-value\s+function,(?:discount|reward)\s+function,,,,,ppo,sac,,,,,
45,Trust-based Consensus in Multi-Agent Reinforcement Learning Systems.pdf,True,True,False,2024,rlj,rlj_2024,over 10,we\s+(?:propose|present|introduce|develop)\s+(?:\w+\s+)*?reinforcement\s+learning,action-value\s+function,(?:discount|reward)\s+function,,,,,dqn,ppo,sac,,,,
46,Dissecting Deep RL with High Update Ratios Combatting Value Divergence.pdf,True,True,False,2024,rlj,rlj_2024,6-10,state-action\s+pairs,(?:discount|reward)\s+function,,,,,,dqn,sac,ddpg,td-mpc,ppo,,
47,Cross-environment Hyperparameter Tuning for Reinforcement Learning.pdf,False,True,False,2024,rlj,rlj_2024,over 10,(?:discount|reward)\s+function,,,,,,,dqn,ddpg,ppo,sac,,,
48,Bandits with Multimodal Structure.pdf,False,False,False,2024,rlj,rlj_2024,6-10,(?:discount|reward)\s+function,,,,,,,ppo,,,,,,
49,Physics-Informed Model and Hybrid Planning for Efficient Dyna-Style Reinforcement Learning.pdf,True,False,False,2024,rlj,rlj_2024,6-10,through\s+(?:deep\s+)?reinforcement\s+learning,(?:discount|reward)\s+function,,,,,,td3,sac,pets,dreamer,td-mpc,,
50,JoinGym An Efficient Join Order Selection Environment.pdf,True,True,False,2024,rlj,rlj_2024,0,through\s+(?:deep\s+)?reinforcement\s+learning,policy\s+gradient\s+(?:method|algorithm|approach),(?:discount|reward)\s+function,,,,,dqn,ppo,sac,,,,
51,Surprise-Adaptive Intrinsic Motivation for Unsupervised Reinforcement Learning.pdf,False,False,False,2024,rlj,rlj_2024,1-5,through\s+(?:deep\s+)?reinforcement\s+learning,(?:discount|reward)\s+function,,,,,,dqn,ppo,sac,,,,
52,Non-adaptive Online Finetuning for Offline Reinforcement Learning.pdf,False,False,False,2024,rlj,rlj_2024,0,(?:discount|reward)\s+function,,,,,,,ppo,,,,,,
53,Multi-view Disentanglement for Reinforcement Learning with Multiple Cameras.pdf,True,True,False,2024,rlj,rlj_2024,1-5,(?:discount|reward)\s+function,,,,,,,sac,,,,,,
54,A Simple Mixture Policy Parameterization for Improving Sample Efficiency of CVaR Optimization.pdf,False,False,False,2024,rlj,rlj_2024,6-10,trained\s+(?:with\s+|using\s+)?(?:deep\s+|model-based\s+|model-free\s+)?reinforcement\s+learning,policy\s+gradient\s+(?:method|algorithm|approach),,,,,,dqn,ppo,sac,,,,
55,Policy-Guided Diffusion.pdf,True,False,False,2024,rlj,rlj_2024,1-5,state-action\s+pairs,(?:discount|reward)\s+function,,,,,,dqn,td3,sac,pets,ppo,,
56,Light-weight Probing of Unsupervised Representations for Reinforcement Learning.pdf,False,True,False,2024,rlj,rlj_2024,6-10,through\s+(?:deep\s+)?reinforcement\s+learning,,,,,,,dqn,dreamer,ppo,,,,
57,Unifying Model-Based and Model-Free Reinforcement Learning with Equivalent Policy Sets.pdf,False,False,False,2024,rlj,rlj_2024,1-5,policy\s+gradient\s+(?:method|algorithm|approach),(?:discount|reward)\s+function,,,,,,trpo,td3,sac,dreamer,ddpg,ppo,
58,Constant Stepsize Q-learning Distributional Convergence Bias and Extrapolation.pdf,False,True,False,2024,rlj,rlj_2024,0,through\s+(?:deep\s+)?reinforcement\s+learning,action-value\s+function,state-action\s+pairs,(?:discount|reward)\s+function,,,,dqn,ppo,,,,,
59,Guided Data Augmentation for Offline Reinforcement Learning and Imitation Learning.pdf,True,True,False,2024,rlj,rlj_2024,6-10,state-action\s+pairs,(?:discount|reward)\s+function,,,,,,dqn,td3,ppo,,,,
60,States as goal-directed concepts an epistemic approach to state-representation learning.pdf,False,False,False,2024,rlj,rlj_2024,over 10,policy\s+gradient\s+(?:method|algorithm|approach),(?:discount|reward)\s+function,,,,,,ppo,,,,,,
61,A Recipe for Unbounded Data Augmentation in Visual Reinforcement Learning.pdf,False,True,False,2024,rlj,rlj_2024,1-5,(?:discount|reward)\s+function,,,,,,,dqn,ppo,sac,,,,
62,Zero-shot cross-modal transfer of Reinforcement Learning policies through a Global Workspace.pdf,False,False,False,2024,rlj,rlj_2024,0,,,,,,,,Not specified,,,,,,
63,PID Accelerated Temporal Difference Algorithms.pdf,False,True,False,2024,rlj,rlj_2024,over 10,through\s+(?:deep\s+)?reinforcement\s+learning,action-value\s+function,state-action\s+pairs,(?:discount|reward)\s+function,,,,dqn,ppo,sac,,,,
64,An Idiosyncrasy of Time-discretization in Reinforcement Learning.pdf,False,False,False,2024,rlj,rlj_2024,over 10,through\s+(?:deep\s+)?reinforcement\s+learning,,,,,,,dqn,ppo,sac,,,,
65,Sequential Decision-Making for Inline Text Autocomplete.pdf,False,False,False,2024,rlj,rlj_2024,0,trained\s+(?:with\s+|using\s+)?(?:deep\s+|model-based\s+|model-free\s+)?reinforcement\s+learning,policy\s+gradient\s+(?:method|algorithm|approach),(?:discount|reward)\s+function,,,,,dqn,trpo,ppo,sac,,,
66,On Welfare-Centric Fair Reinforcement Learning.pdf,False,False,False,2024,rlj,rlj_2024,0,(?:discount|reward)\s+function,,,,,,,ppo,sac,,,,,
67,The Limits of Pure Exploration in POMDPs When the Observation Entropy is Enough.pdf,False,False,False,2024,rlj,rlj_2024,over 10,policy\s+gradient\s+(?:method|algorithm|approach),(?:discount|reward)\s+function,,,,,,ppo,,,,,,
68,Cyclicity-Regularized Coordination Graphs.pdf,False,False,False,2024,rlj,rlj_2024,0,action-value\s+function,(?:discount|reward)\s+function,,,,,,dqn,ppo,,,,,
69,ROIL Robust Offline Imitation Learning without Trajectories.pdf,False,False,False,2024,rlj,rlj_2024,6-10,state-action\s+pairs,(?:discount|reward)\s+function,,,,,,ppo,,,,,,
70,Best Response Shaping.pdf,True,True,False,2024,rlj,rlj_2024,6-10,policy\s+gradient\s+(?:method|algorithm|approach),(?:discount|reward)\s+function,,,,,,ppo,,,,,,
71,Quantifying Interaction Level Between Agents Helps Cost-efficient Generalization in Multi-agent Rein.pdf,True,False,False,2024,rlj,rlj_2024,0,trained\s+(?:with\s+|using\s+)?(?:deep\s+|model-based\s+|model-free\s+)?reinforcement\s+learning,,,,,,,ppo,,,,,,
72,Learning Discrete World Models for Heuristic Search.pdf,True,False,False,2024,rlj,rlj_2024,0,through\s+(?:deep\s+)?reinforcement\s+learning,trained\s+(?:with\s+|using\s+)?(?:deep\s+|model-based\s+|model-free\s+)?reinforcement\s+learning,,,,,,dqn,,,,,,
73,Reinforcement Learning from Delayed Observations via World Models.pdf,True,True,False,2024,rlj,rlj_2024,0,,,,,,,,Not specified,,,,,,
74,Harnessing Discrete Representations for Continual Reinforcement Learning.pdf,True,True,False,2024,rlj,rlj_2024,over 10,through\s+(?:deep\s+)?reinforcement\s+learning,trained\s+(?:with\s+|using\s+)?(?:deep\s+|model-based\s+|model-free\s+)?reinforcement\s+learning,,,,,,dqn,dreamer,ppo,,,,
75,Offline Diversity Maximization under Imitation Constraints.pdf,False,False,False,2024,rlj,rlj_2024,1-5,trained\s+(?:with\s+|using\s+)?(?:deep\s+|model-based\s+|model-free\s+)?reinforcement\s+learning,state-action\s+pairs,(?:discount|reward)\s+function,,,,,dqn,ppo,,,,,
76,Exploring Uncertainty in Distributional Reinforcement Learning.pdf,False,True,False,2024,rlj,rlj_2024,0,state-action\s+pairs,(?:discount|reward)\s+function,,,,,,dqn,ppo,sac,,,,
77,Distributionally Robust Constrained Reinforcement Learning under Strong Duality.pdf,False,False,False,2024,rlj,rlj_2024,1-5,trained\s+(?:with\s+|using\s+)?(?:deep\s+|model-based\s+|model-free\s+)?reinforcement\s+learning,policy\s+gradient\s+(?:method|algorithm|approach),(?:discount|reward)\s+function,,,,,dqn,ppo,sac,,,,
78,A Batch Sequential Halving Algorithm without Performance Degradation.pdf,True,True,False,2024,rlj,rlj_2024,0,,,,,,,,Not specified,,,,,,
